TRAINER_NONE: {'id': 'TRAINER_NONE', 'start_line': 16, 'data': ['.trainerName = {_END},', '.trainerName = {_END},'], 'party_name': None, 'party_type': None, 'end_line': 22}
TRAINER_AQUA_LEADER: {'id': 'TRAINER_AQUA_LEADER', 'start_line': 23, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_AQUA_LEADER,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_AQUA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_ARCHIE,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.partySize = 0,', '.party = {.NoItemDefaultMoves = sParty_AquaLeader},'], 'party_name': 'sParty_AquaLeader', 'party_type': 1, 'end_line': 39}
TRAINER_RS_LADY: {'id': 'TRAINER_RS_LADY', 'start_line': 210, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_LADY_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_LADY,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSLady},'], 'party_name': 'sParty_RSLady', 'party_type': 1, 'end_line': 226}
TRAINER_RS_BEAUTY: {'id': 'TRAINER_RS_BEAUTY', 'start_line': 227, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_BEAUTY_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_BEAUTY,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSBeauty},'], 'party_name': 'sParty_RSBeauty', 'party_type': 1, 'end_line': 243}
TRAINER_RICH_BOY: {'id': 'TRAINER_RICH_BOY', 'start_line': 244, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_RICH_BOY,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_RICH,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RICH_BOY,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RichBoy},'], 'party_name': 'sParty_RichBoy', 'party_type': 1, 'end_line': 260}
TRAINER_RS_POKEMANIAC: {'id': 'TRAINER_RS_POKEMANIAC', 'start_line': 261, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_POKEMANIAC_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_SUSPICIOUS,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_POKEMANIAC,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSPokemaniac},'], 'party_name': 'sParty_RSPokemaniac', 'party_type': 1, 'end_line': 277}
TRAINER_RS_SWIMMER_M: {'id': 'TRAINER_RS_SWIMMER_M', 'start_line': 278, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PKMN_TRAINER_RSE,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_SWIMMER_M,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSSwimmerM},'], 'party_name': 'sParty_RSSwimmerM', 'party_type': 1, 'end_line': 294}
TRAINER_RS_BLACK_BELT: {'id': 'TRAINER_RS_BLACK_BELT', 'start_line': 295, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_BLACK_BELT_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_INTENSE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_BLACK_BELT,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSBlackBelt},'], 'party_name': 'sParty_RSBlackBelt', 'party_type': 1, 'end_line': 311}
TRAINER_GUITARIST: {'id': 'TRAINER_GUITARIST', 'start_line': 312, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_GUITARIST_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_INTENSE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_GUITARIST,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_Guitarist},'], 'party_name': 'sParty_Guitarist', 'party_type': 1, 'end_line': 328}
TRAINER_KINDLER: {'id': 'TRAINER_KINDLER', 'start_line': 329, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_KINDLER,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_HIKER,', '.gender = 0,', '.trainerPic = TRAINER_PIC_KINDLER,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_Kindler},'], 'party_name': 'sParty_Kindler', 'party_type': 1, 'end_line': 345}
TRAINER_RS_CAMPER: {'id': 'TRAINER_RS_CAMPER', 'start_line': 346, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_CAMPER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_CAMPER,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSCamper},'], 'party_name': 'sParty_RSCamper', 'party_type': 1, 'end_line': 362}
TRAINER_BUG_MANIAC: {'id': 'TRAINER_BUG_MANIAC', 'start_line': 363, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_BUG_MANIAC,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_SUSPICIOUS,', '.gender = 0,', '.trainerPic = TRAINER_PIC_BUG_MANIAC,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_BugManiac},'], 'party_name': 'sParty_BugManiac', 'party_type': 1, 'end_line': 379}
TRAINER_RS_PSYCHIC_M: {'id': 'TRAINER_RS_PSYCHIC_M', 'start_line': 380, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PSYCHIC_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_INTENSE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_PSYCHIC_M,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSPsychicM},'], 'party_name': 'sParty_RSPsychicM', 'party_type': 1, 'end_line': 396}
TRAINER_RS_PSYCHIC_F: {'id': 'TRAINER_RS_PSYCHIC_F', 'start_line': 397, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PSYCHIC_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_INTENSE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_PSYCHIC_F,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSPsychicF},'], 'party_name': 'sParty_RSPsychicF', 'party_type': 1, 'end_line': 413}
TRAINER_RS_GENTLEMAN: {'id': 'TRAINER_RS_GENTLEMAN', 'start_line': 414, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_GENTLEMAN_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_RICH,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_GENTLEMAN,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSGentleman},'], 'party_name': 'sParty_RSGentleman', 'party_type': 1, 'end_line': 430}
TRAINER_ELITE_FOUR_SIDNEY: {'id': 'TRAINER_ELITE_FOUR_SIDNEY', 'start_line': 431, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_ELITE_FOUR_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_ELITE_FOUR,', '.gender = 0,', '.trainerPic = TRAINER_PIC_SIDNEY,', '.trainerName = {_S, _i, _d, _n, _e, _y, _END},', '.trainerName = {_S, _I, _D, _N, _E, _Y, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_EliteFourSidney},'], 'party_name': 'sParty_EliteFourSidney', 'party_type': 1, 'end_line': 447}
TRAINER_ELITE_FOUR_PHOEBE: {'id': 'TRAINER_ELITE_FOUR_PHOEBE', 'start_line': 448, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_ELITE_FOUR_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_ELITE_FOUR,', '.gender = 0,', '.trainerPic = TRAINER_PIC_PHOEBE,', '.trainerName = {_P, _h, _o, _e, _b, _e, _END},', '.trainerName = {_P, _H, _O, _E, _B, _E, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_EliteFourPhoebe},'], 'party_name': 'sParty_EliteFourPhoebe', 'party_type': 1, 'end_line': 464}
